user_id,category,merchant,amount,rating,is_synthetic
synthetic_user_028,Food & Beverage,UNKNOWN,54600.00,2,1
synthetic_user_028,Supermarket / Grocery,99 SPEED MART S/B,71.60,4,1
synthetic_user_028,General Retail,SANYU STATIONERY SHOP,2.00,4,1
synthetic_user_028,General Retail,ADVANCO COMPANY,7.00,3,1
synthetic_user_028,General Retail,MR. D.I.Y. (KUCHAI) SDN BHD,22.90,5,1
synthetic_user_028,General Retail,POPULAR BOOK CO. (M) SDN BHD,21.00,5,1
synthetic_user_028,Supermarket / Grocery,99 SPEED MART S/B,42.35,3,1
synthetic_user_028,General Retail,MOONLIGHT CAKE HOUSE SDN BHD,14.20,5,1
synthetic_user_029,General Retail,UNKNOWN,56000.00,4,1
synthetic_user_029,General Retail,UNIHAKKA INTERNATIONAL SDN BHD,8.20,4,1
synthetic_user_029,Food & Beverage,UNKNOWN,228.00,3,1
synthetic_user_029,Food & Beverage,GARDENIA BAKERIES (KI ) SDN BHD,33.05,3,1
synthetic_user_029,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,32.46,3,1
synthetic_user_029,Food & Beverage,CARREFOUR RESTAURANT,13.80,5,1
synthetic_user_029,General Retail,IKANO HANDEL SDN BHD,22.00,3,1
synthetic_user_029,Food & Beverage,RESTORAN WAN SHENG,4.60,3,1
synthetic_user_029,General Retail,UNKNOWN,20000.00,3,1
synthetic_user_029,Food & Beverage,UNKNOWN,29000.00,5,1
synthetic_user_029,Food & Beverage,THE CUT STEAKHOUSE &BURGERS,167.55,4,1
synthetic_user_029,Food & Beverage,UNKNOWN,49500.00,5,1
synthetic_user_029,Food & Beverage,GUDANG HASIL RESTAURANT SDN BHD,15.80,4,1
synthetic_user_029,Food & Beverage,UNKNOWN,117000.00,3,1
synthetic_user_029,Food & Beverage,UNKNOWN,541620.00,5,1
synthetic_user_029,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,35.88,5,1
synthetic_user_029,Supermarket / Grocery,FAMILYMART,18.80,2,1
synthetic_user_029,General Retail,UNKNOWN,111000.00,2,1
synthetic_user_029,General Retail,UNKNOWN,22.00,4,1
synthetic_user_029,Food & Beverage,UNKNOWN,21000.00,4,1
synthetic_user_030,Supermarket / Grocery,BROADVIEW MARKETING SDN BHD,18.00,3,1
synthetic_user_030,General Retail,UNKNOWN,25.00,2,1
synthetic_user_030,Supermarket / Grocery,OJC MARKETING SDN BHD,193.00,3,1
synthetic_user_030,Supermarket / Grocery,99 SPEED MART S/B,20.80,5,1
synthetic_user_030,Supermarket / Grocery,99 SPEED MART S/B,213.00,4,1
synthetic_user_030,Supermarket / Grocery,YAM FRESH,7.95,5,1
synthetic_user_030,Supermarket / Grocery,99 SPEED MART S/B,2.50,4,1
synthetic_user_030,Supermarket / Grocery,99 SPEED MART S/B,31.80,5,1
synthetic_user_030,Supermarket / Grocery,ANEKA INTERTRADE MARKETING SDN BHD,6.85,5,1
synthetic_user_030,Supermarket / Grocery,99 SPEED MART S/B,169.80,5,1
synthetic_user_030,General Retail,MR. D.I.Y. (M) SDN BHD,14.90,3,1
synthetic_user_030,Supermarket / Grocery,OJC MARKETING SDN BHD,193.00,3,1
synthetic_user_030,Food & Beverage,CT281 - TEALIVE SHELL KEPONG OTTOGO ENTERPRISE,8.60,4,1
synthetic_user_030,Supermarket / Grocery,99 SPEED MART S/B,2.10,3,1
synthetic_user_030,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,34.21,2,1
synthetic_user_030,Supermarket / Grocery,BROADVIEW MARKETING SDN BHD,18.00,5,1
synthetic_user_030,General Retail,PU TIEN (M) SDN BHD,36.96,3,1
synthetic_user_030,Supermarket / Grocery,99 SPEED MART S/B,23.60,4,1
synthetic_user_031,Supermarket / Grocery,STAR GROCER SDN BHD,66.15,4,1
synthetic_user_031,General Retail,BECON STATIONER BECON ENTERPRISE SDN BHD,247.55,2,1
synthetic_user_031,Food & Beverage,UNKNOWN,76000.00,4,1
synthetic_user_031,Food & Beverage,TOKYO KITCHEN (CITTA MALL) TOKYO KITCHEN SDN BHD,113.80,4,1
synthetic_user_031,Food & Beverage,UNKNOWN,655292.00,4,1
synthetic_user_031,Food & Beverage,DOMINO'S PIZZA TAMAN UNIVERSITI,6.70,4,1
synthetic_user_031,Food & Beverage,UNKNOWN,34500.00,5,1
synthetic_user_031,Supermarket / Grocery,BENS INDEPENDENT GROCER SDN. BHD,81.00,2,1
synthetic_user_031,Food & Beverage,UNKNOWN,177500.00,5,1
synthetic_user_031,Supermarket / Grocery,99 SPEED MART S/B,20.90,2,1
synthetic_user_031,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,1.73,5,1
synthetic_user_031,Food & Beverage,UNKNOWN,466.62,4,1
synthetic_user_031,Food & Beverage,DOMINO'S PIZZA TAMAN UNIVERSITI,6.70,4,1
synthetic_user_031,General Retail,UNKNOWN,41.58,3,1
synthetic_user_032,General Retail,YONG CEN ENTERPRISE,19.10,5,1
synthetic_user_032,General Retail,MENTAI INITIAL SDN BHD,41.50,4,1
synthetic_user_032,General Retail,UNKNOWN,54000.00,4,1
synthetic_user_032,Food & Beverage,UNKNOWN,128700.00,3,1
synthetic_user_032,General Retail,SANYU STATIONERY SHOP,12.40,4,1
synthetic_user_032,General Retail,ELKEN SERVICE SDN BHD,250.00,5,1
synthetic_user_032,Supermarket / Grocery,ANEKA INTERTRADE MARKETING SDN BHD,23.80,2,1
synthetic_user_032,General Retail,NADEJE PLATINUM SDN BHD,51.30,4,1
synthetic_user_032,Food & Beverage,UNKNOWN,261333.00,2,1
synthetic_user_032,General Retail,WESTERN EASTERN STATIONERY SDN. BHD,42.88,4,1
synthetic_user_033,Supermarket / Grocery,BENS INDEPENDENT GROCER SDN. BHD,81.00,5,1
synthetic_user_033,Supermarket / Grocery,99 SPEED MART S/B,15.90,4,1
synthetic_user_033,Supermarket / Grocery,99 SPEED MART S/B,10.60,4,1
synthetic_user_033,Supermarket / Grocery,GHEE HIANG GH DISTRIBUTOR & MARKETING SDN BHD,25.00,5,1
synthetic_user_033,Supermarket / Grocery,ASIA MART,32.70,3,1
synthetic_user_033,Supermarket / Grocery,ASIA MART,32.70,5,1
synthetic_user_033,Supermarket / Grocery,99 SPEED MART S/B,2.10,5,1
synthetic_user_033,Supermarket / Grocery,99 SPEED MART S/B,2.10,4,1
synthetic_user_034,Supermarket / Grocery,99 SPEED MART S/B,262.20,3,1
synthetic_user_034,Food & Beverage,GERBANG ALAF RESTAURANTS SDN BHD,12.80,5,1
synthetic_user_034,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,59.31,5,1
synthetic_user_034,Food & Beverage,UNKNOWN,1277.00,4,1
synthetic_user_034,Food & Beverage,UNKNOWN,127500.00,4,1
synthetic_user_034,Supermarket / Grocery,99 SPEED MART S/B,182.00,3,1
synthetic_user_034,Food & Beverage,UNKNOWN,261333.00,4,1
synthetic_user_034,Supermarket / Grocery,99 SPEED MART S/B,141.50,3,1
synthetic_user_034,Food & Beverage,UNKNOWN,80300.00,5,1
synthetic_user_035,Food & Beverage,UNKNOWN,43890.00,3,1
synthetic_user_035,Supermarket / Grocery,99 SPEED MART S/B,2.10,2,1
synthetic_user_035,General Retail,UNKNOWN,83716.00,4,1
synthetic_user_035,General Retail,BEMED (SP) SDN. BHD.,165.00,4,1
synthetic_user_035,Food & Beverage,UNKNOWN,58.00,2,1
synthetic_user_035,General Retail,YONG TAT HARDWARE TRADING,100.90,3,1
synthetic_user_035,General Retail,GREEN LANE PHARMACY SDN BHD,34.80,5,1
synthetic_user_035,Supermarket / Grocery,99 SPEED MART S/B,2.10,2,1
synthetic_user_035,General Retail,PLATINUM RACKING SDN BHD,23.00,4,1
synthetic_user_035,General Retail,LIM SENG THO HARDWARE TRADING,8.40,4,1
synthetic_user_035,Supermarket / Grocery,FAMILYMART,18.80,2,1
synthetic_user_035,General Retail,UNIHAKKA INTERNATIONAL SDN BHD,8.90,3,1
synthetic_user_035,General Retail,UNKNOWN,23400.00,4,1
synthetic_user_035,General Retail,SANYU STATIONERY SHOP,5.00,5,1
synthetic_user_035,Supermarket / Grocery,99 SPEED MART S/B,11.40,2,1
synthetic_user_035,General Retail,UNKNOWN,39000.00,5,1
synthetic_user_035,General Retail,MR. D.I.Y. (M) SDN BHD,5.00,5,1
synthetic_user_035,General Retail,UNIHAKKA INTERNATIONAL SDN BHD,8.20,5,1
synthetic_user_035,General Retail,MR. D.I.Y. (M) SDN BHD,2.10,5,1
synthetic_user_036,General Retail,TRIPLE SIX POINT ENTERPRISE 666,157.90,5,1
synthetic_user_036,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,60.24,3,1
synthetic_user_036,General Retail,UNKNOWN,74000.00,4,1
synthetic_user_036,General Retail,AEON CO. (M) BHD,75.00,4,1
synthetic_user_036,General Retail,POPULAR BOOK CO. (M) SDN BHD,140.65,5,1
synthetic_user_036,General Retail,THE STORE (MALAYSIA) SDN BHD,35.80,4,1
synthetic_user_036,General Retail,FY EAGLE ENTERPRISE,7.00,4,1
synthetic_user_036,General Retail,AEON CO. (M) BHD,127.35,3,1
synthetic_user_036,General Retail,SYARIKAT PERNIAGAAN GIN KEE,47.70,4,1
synthetic_user_036,General Retail,SANYU STATIONERY SHOP,3.00,5,1
synthetic_user_036,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,38.55,4,1
synthetic_user_036,General Retail,PERNIAGAAN RIANG RIA,22.60,4,1
synthetic_user_036,General Retail,UNKNOWN,33.50,4,1
synthetic_user_037,Food & Beverage,RESTORAN WAN SHENG,2.40,2,1
synthetic_user_037,Supermarket / Grocery,99 SPEED MART S/B,213.00,3,1
synthetic_user_037,Supermarket / Grocery,99 SPEED MART S/B,2.10,4,1
synthetic_user_037,Supermarket / Grocery,99 SPEED MART S/B,10.60,4,1
synthetic_user_037,Supermarket / Grocery,99 SPEED MART S/B,11.50,4,1
synthetic_user_037,Supermarket / Grocery,MAKASSAR FRESH MARKET S/B,40.00,5,1
synthetic_user_037,Supermarket / Grocery,FAMILYMART,18.80,3,1
synthetic_user_037,Supermarket / Grocery,99 SPEED MART S/B,20.90,5,1
synthetic_user_037,Supermarket / Grocery,99 SPEED MART S/B,182.00,5,1
synthetic_user_037,General Retail,IKANO HANDEL SDN BHD,46.20,2,1
synthetic_user_037,Supermarket / Grocery,GH DISTRIBUTOR & MARKETING SDN BHD,85.20,5,1
synthetic_user_037,Supermarket / Grocery,99 SPEED MART S/B,262.20,4,1
synthetic_user_037,General Retail,NSK TRADE CITY-SELAYANG,9.00,3,1
synthetic_user_037,Supermarket / Grocery,BENS INDEPENDENT GROCER SDN. BHD,133.70,4,1
synthetic_user_037,Supermarket / Grocery,FAMILYMART,18.80,3,1
synthetic_user_037,General Retail,MR. D.I.Y. (KUCHAI) SDN BHD,8.10,4,1
synthetic_user_037,Supermarket / Grocery,YAM FRESH,8.35,5,1
synthetic_user_037,Supermarket / Grocery,99 SPEED MART S/B,31.80,4,1
synthetic_user_038,Supermarket / Grocery,99 SPEED MART S/B,3.30,3,1
synthetic_user_038,Supermarket / Grocery,VIVOPAC MARKETING SDN BHD,46.65,3,1
synthetic_user_038,Supermarket / Grocery,99 SPEED MART S/B,5.35,5,1
synthetic_user_038,General Retail,UNIHAKKA INTERNATIONAL SDN BHD,8.45,4,1
synthetic_user_038,Supermarket / Grocery,MAKASSAR FRESH MARKET S/B,40.00,5,1
synthetic_user_038,Supermarket / Grocery,99 SPEED MART S/B,15.90,3,1
synthetic_user_038,Supermarket / Grocery,99 SPEED MART S/B,3.70,5,1
synthetic_user_038,Supermarket / Grocery,99 SPEED MART S/B,27.30,4,1
synthetic_user_038,Supermarket / Grocery,99 SPEED MART S/B,2.10,5,1
synthetic_user_039,Food & Beverage,UNKNOWN,21000.00,5,1
synthetic_user_039,Food & Beverage,LAVENDER CONFECTIONERY & BAKERY S/B,12.30,3,1
synthetic_user_039,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,38.55,4,1
synthetic_user_039,Food & Beverage,UNKNOWN,135500.00,4,1
synthetic_user_039,Food & Beverage,HAPPY SNACKS ENTERPRISE,26.82,3,1
synthetic_user_039,General Retail,UNKNOWN,145900.00,3,1
synthetic_user_039,Food & Beverage,DOMINO'S PIZZA,39.60,4,1
synthetic_user_039,Food & Beverage,UNKNOWN,22.00,5,1
synthetic_user_039,Supermarket / Grocery,99 SPEED MART S/B,11.50,2,1
synthetic_user_039,Food & Beverage,MEI LET RESTAURANT,67.85,5,1
synthetic_user_039,Food & Beverage,MEI LET RESTAURANT,68.90,3,1
synthetic_user_039,Supermarket / Grocery,ANEKA INTERTRADE MARKETING SDN BHD,6.85,3,1
synthetic_user_039,Food & Beverage,UNKNOWN,61.50,4,1
synthetic_user_039,Food & Beverage,UNKNOWN,120.00,4,1
synthetic_user_039,Food & Beverage,UNKNOWN,76000.00,3,1
synthetic_user_039,Food & Beverage,UNKNOWN,49500.00,5,1
synthetic_user_039,Supermarket / Grocery,VIVOPAC MARKETING SDN BHD,46.65,2,1
synthetic_user_039,Food & Beverage,DOMINO'S PIZZA,25.60,5,1
synthetic_user_040,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,23.56,2,1
synthetic_user_040,Supermarket / Grocery,99 SPEED MART S/B,182.00,3,1
synthetic_user_040,General Retail,THE TOAST F&B SDN BHD,71.10,4,1
synthetic_user_040,Supermarket / Grocery,STAR GROCER SDN BHD,66.15,4,1
synthetic_user_040,Supermarket / Grocery,99 SPEED MART S/B,9.90,3,1
synthetic_user_040,Supermarket / Grocery,99 SPEED MART S/B,177.20,3,1
synthetic_user_040,Supermarket / Grocery,ECO-SHOP MARKETING SDN BHD,16.30,5,1
synthetic_user_040,Supermarket / Grocery,99 SPEED MART S/B,37.45,5,1
synthetic_user_040,Supermarket / Grocery,VIVOPAC MARKETING SDN BHD,52.45,4,1
synthetic_user_040,Supermarket / Grocery,99 SPEED MART S/B,61.65,3,1
synthetic_user_040,Supermarket / Grocery,99 SPEED MART S/B,108.50,5,1
synthetic_user_040,General Retail,HON HWA HARDWARE TRADING,277.00,2,1
synthetic_user_040,General Retail,AEON CO. (M) BHD,42.50,4,1
synthetic_user_040,Supermarket / Grocery,99 SPEED MART S/B,82.80,4,1
synthetic_user_040,Supermarket / Grocery,99 SPEED MART S/B,82.80,4,1
synthetic_user_040,Supermarket / Grocery,UNKNOWN,196350.00,4,1
synthetic_user_040,Food & Beverage,UNKNOWN,87000.00,4,1
synthetic_user_040,Supermarket / Grocery,GH DISTRIBUTOR & MARKETING SDN BHD,85.20,5,1
synthetic_user_041,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,79.26,4,1
synthetic_user_041,Supermarket / Grocery,99 SPEED MART S/B,14.20,4,1
synthetic_user_041,Food & Beverage,UNKNOWN,110000.00,3,1
synthetic_user_041,Food & Beverage,RESTORAN WAN SHENG,62.80,3,1
synthetic_user_041,Food & Beverage,UNKNOWN,25000.00,3,1
synthetic_user_041,Food & Beverage,UNKNOWN,1241790.00,5,1
synthetic_user_041,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,14.47,4,1
synthetic_user_041,Food & Beverage,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,65.70,5,1
synthetic_user_042,Supermarket / Grocery,ASIA MART,32.70,5,1
synthetic_user_042,Supermarket / Grocery,99 SPEED MART S/B,9.90,4,1
synthetic_user_042,Supermarket / Grocery,99 SPEED MART S/B,13.60,5,1
synthetic_user_042,Supermarket / Grocery,99 SPEED MART S/B,82.80,4,1
synthetic_user_042,Food & Beverage,RESTORAN WAN SHENG,7.80,3,1
synthetic_user_042,Supermarket / Grocery,DE LUXE CIRCLE FRESH MART SDN BHD,25.85,4,1
synthetic_user_042,General Retail,SYARIKAT PERNIAGAAN GIN KEE,60.95,2,1
synthetic_user_042,Supermarket / Grocery,99 SPEED MART S/B,108.50,5,1
synthetic_user_042,Supermarket / Grocery,99 SPEED MART S/B,11.40,3,1
synthetic_user_042,Supermarket / Grocery,99 SPEED MART S/B,72.75,4,1
synthetic_user_043,Supermarket / Grocery,99 SPEED MART S/B,2.10,3,1
synthetic_user_043,Food & Beverage,RESTORAN WAN SHENG,4.60,4,1
synthetic_user_043,Food & Beverage,UNKNOWN,103000.00,5,1
synthetic_user_043,Supermarket / Grocery,BENS INDEPENDENT GROCER SDN. BHD,77.20,4,1
synthetic_user_043,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,41.44,5,1
synthetic_user_043,Supermarket / Grocery,VIVOPAC MARKETING SDN BHD,52.45,4,1
synthetic_user_043,Food & Beverage,UNKNOWN,54.60,3,1
synthetic_user_043,Food & Beverage,GUDANG HASIL RESTAURANT SDN BHD,15.80,4,1
synthetic_user_043,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,53.96,3,1
synthetic_user_043,General Retail,KHE ELECTRICAL TRADING,101.75,3,1
synthetic_user_043,Food & Beverage,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,59.00,3,1
synthetic_user_043,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,5.09,4,1
synthetic_user_043,Food & Beverage,PACIFIC ASIAN FOOD DELIGHTS S/B,78.50,4,1
synthetic_user_043,Food & Beverage,UNKNOWN,128700.00,3,1
synthetic_user_043,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,55.14,4,1
synthetic_user_044,General Retail,UNKNOWN,1220.50,5,1
synthetic_user_044,General Retail,IN-SPARKLE TRADING SDN BHD,250.00,4,1
synthetic_user_044,Food & Beverage,UNKNOWN,125000.00,2,1
synthetic_user_044,General Retail,UNKNOWN,70.00,4,1
synthetic_user_044,General Retail,YHM MID VALLEY,21.60,4,1
synthetic_user_044,General Retail,PELITA SAMUDRA PERTAMA (M) SDN BHD.,61.70,4,1
synthetic_user_044,General Retail,UNKNOWN,705000.00,5,1
synthetic_user_045,Supermarket / Grocery,99 SPEED MART S/B,213.00,3,1
synthetic_user_045,General Retail,UNKNOWN,41500.00,3,1
synthetic_user_045,Supermarket / Grocery,ECO-SHOP MARKETING SDN BHD,16.30,2,1
synthetic_user_045,General Retail,SEMBOYAN TEGAS SDN BHD,27.00,4,1
synthetic_user_045,General Retail,POPULAR BOOK CO. (M) SDN BHD,30.70,3,1
synthetic_user_045,Supermarket / Grocery,99 SPEED MART S/B,2.50,3,1
synthetic_user_045,General Retail,SKL DAMANSARA ENTERPRISE,28.80,5,1
synthetic_user_045,General Retail,SYARIKAT PERNIAGAAN GIN KEE,23.32,4,1
synthetic_user_045,Supermarket / Grocery,99 SPEED MART S/B,141.50,3,1
synthetic_user_045,Food & Beverage,DI HUAN YA RESTAURANT,35.00,4,1
synthetic_user_046,General Retail,SANYU STATIONERY SHOP,7.00,5,1
synthetic_user_046,Supermarket / Grocery,99 SPEED MART S/B,141.50,3,1
synthetic_user_046,General Retail,PASARAYA CINWA SDN BHD,14.20,3,1
synthetic_user_046,General Retail,UNKNOWN,231.00,4,1
synthetic_user_046,General Retail,PASAR MINI JIN SENG,28.60,5,1
synthetic_user_046,General Retail,MR. D.I.Y. (M) SDN BHD,26.10,4,1
synthetic_user_046,Food & Beverage,UNKNOWN,726495.00,4,1
synthetic_user_046,Food & Beverage,UNKNOWN,51.00,4,1
synthetic_user_046,General Retail,ADVANCO COMPANY,10.45,3,1
synthetic_user_046,General Retail,UNKNOWN,70000.00,5,1
synthetic_user_046,Supermarket / Grocery,99 SPEED MART S/B,3.70,4,1
synthetic_user_047,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,48.04,2,1
synthetic_user_047,Supermarket / Grocery,BENS INDEPENDENT GROCER SDN. BHD,133.70,2,1
synthetic_user_047,General Retail,YONGFATT ENTERPRISE,80.90,5,1
synthetic_user_047,General Retail,TANJONGMAS BOOKCENTRE (PJ) SDN BHD,62.00,4,1
synthetic_user_047,Supermarket / Grocery,ECO-SHOP MARKETING SDN BHD,16.30,4,1
synthetic_user_047,General Retail,AEON CO. (M) SDN BHD,10.20,4,1
synthetic_user_047,General Retail,SANYU STATIONERY SHOP,3.00,5,1
synthetic_user_047,General Retail,ALI BABA INTERNATIONAL SDN BHD,23.80,3,1
synthetic_user_047,Supermarket / Grocery,99 SPEED MART S/B,2.10,3,1
synthetic_user_047,General Retail,UNKNOWN,58.50,4,1
synthetic_user_047,Food & Beverage,SANG KEE CHERAS RESTAURANT,2.50,3,1
synthetic_user_047,Food & Beverage,RESTORAN WAN SHENG,9.60,2,1
synthetic_user_047,General Retail,TONYMOLY VIVA CITY,48.95,3,1
synthetic_user_047,General Retail,GUARDIAN HEALTH AND BEAUTY SDN BHD,12.00,3,1
synthetic_user_047,General Retail,UNKNOWN,28000.00,3,1
synthetic_user_047,General Retail,TEO HENG STATIONERY & BOOKS,4.90,4,1
synthetic_user_047,Food & Beverage,UNKNOWN,287.60,2,1
synthetic_user_048,Food & Beverage,UNKNOWN,408683.00,3,1
synthetic_user_048,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,39.78,4,1
synthetic_user_048,Food & Beverage,UNKNOWN,94999.00,4,1
synthetic_user_048,Food & Beverage,RESTORAN WAN SHENG,9.10,5,1
synthetic_user_048,Food & Beverage,UNKNOWN,87000.00,3,1
synthetic_user_048,Food & Beverage,UNKNOWN,57.20,3,1
synthetic_user_048,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,31.05,5,1
synthetic_user_048,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,19.31,3,1
synthetic_user_048,Food & Beverage,UNKNOWN,140800.00,4,1
synthetic_user_048,Food & Beverage,RESTAURANT SIN DU,170.00,3,1
synthetic_user_048,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,36.55,5,1
synthetic_user_048,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,54.15,4,1
synthetic_user_048,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,26.58,4,1
synthetic_user_048,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,27.10,5,1
synthetic_user_048,Supermarket / Grocery,99 SPEED MART S/B,5.35,3,1
synthetic_user_048,Food & Beverage,UNKNOWN,583968.00,5,1
synthetic_user_048,Supermarket / Grocery,99 SPEED MART S/B,45.35,4,1
synthetic_user_048,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,24.83,3,1
synthetic_user_048,Food & Beverage,UNKNOWN,287760.00,5,1
synthetic_user_048,Food & Beverage,DOMINO'S PIZZA,21.60,5,1
synthetic_user_049,General Retail,UNKNOWN,87.00,3,1
synthetic_user_049,Food & Beverage,UNKNOWN,282.00,4,1
synthetic_user_049,General Retail,SUPER NINETY NINE SDN.BHD.,3.00,3,1
synthetic_user_049,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,1.52,5,1
synthetic_user_049,Food & Beverage,GERBANG ALAF RESTAURANTS SDN BHD,18.90,5,1
synthetic_user_049,Food & Beverage,UNKNOWN,304326.00,4,1
synthetic_user_049,Food & Beverage,UNKNOWN,1241790.00,4,1
synthetic_user_049,Food & Beverage,RESTORAN WAN SHENG,4.60,5,1
synthetic_user_050,General Retail,YONGFATT ENTERPRISE,80.90,5,1
synthetic_user_050,General Retail,YONG CEN ENTERPRISE,19.10,3,1
synthetic_user_050,General Retail,KEDAI PAPAN YEW CHUAN,84.80,3,1
synthetic_user_050,General Retail,BECON STATIONER BECON ENTERPRISE SDN BHD,247.55,5,1
synthetic_user_050,Food & Beverage,UNKNOWN,152000.00,4,1
synthetic_user_050,General Retail,SEMBOYAN TEGAS SDN BHD,27.00,5,1
synthetic_user_051,Supermarket / Grocery,CHECKERS HYPERMARKET SDN BHD (JALAN KLANG LAMA),20.00,4,1
synthetic_user_051,Supermarket / Grocery,99 SPEED MART S/B,4.00,4,1
synthetic_user_051,Supermarket / Grocery,99 SPEED MART S/B,14.20,5,1
synthetic_user_051,General Retail,UNKNOWN,145900.00,4,1
synthetic_user_051,Supermarket / Grocery,GHEE HIANG GH DISTRIBUTOR & MARKETING SDN BHD,25.00,5,1
synthetic_user_051,Supermarket / Grocery,99 SPEED MART S/B,15.90,4,1
synthetic_user_051,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,68.41,3,1
synthetic_user_051,Supermarket / Grocery,99 SPEED MART S/B,52.10,5,1
synthetic_user_051,Supermarket / Grocery,BROADVIEW MARKETING SDN BHD,4.70,4,1
synthetic_user_052,General Retail,TEO HENG STATIONERY & BOOKS,1.05,4,1
synthetic_user_052,General Retail,MR. D.I.Y. (M) SDN BHD,21.50,4,1
synthetic_user_052,General Retail,GL HANDICRAFT & TAIL ORING,102.00,5,1
synthetic_user_052,General Retail,CROSS CHANNEL NETWORK SDN. BHD.,6.35,4,1
synthetic_user_052,General Retail,COSWAY (M) SDN BHD,111.90,5,1
synthetic_user_052,General Retail,KOH SENG HARDWARE,5.30,4,1
synthetic_user_052,Supermarket / Grocery,99 SPEED MART S/B,72.75,2,1
synthetic_user_052,General Retail,GUARDIAN HEALTH AND BEAUTY SDN BHD,13.78,3,1
synthetic_user_052,General Retail,RSTORAN WAN SHENG,6.00,5,1
synthetic_user_052,General Retail,KEDAI PAPAN YEW CHUAN,174.90,3,1
synthetic_user_053,Supermarket / Grocery,99 SPEED MART S/B,20.90,5,1
synthetic_user_053,Supermarket / Grocery,99 SPEED MART S/B,11.40,5,1
synthetic_user_053,Supermarket / Grocery,BROADVIEW MARKETING SDN BHD,4.70,3,1
synthetic_user_053,General Retail,UNKNOWN,57900.00,4,1
synthetic_user_053,Supermarket / Grocery,99 SPEED MART S/B,5.35,4,1
synthetic_user_053,Supermarket / Grocery,99 SPEED MART S/B,14.20,3,1
synthetic_user_053,Supermarket / Grocery,UNKNOWN,5580055834.00,5,1
synthetic_user_053,Supermarket / Grocery,99 SPEED MART S/B,27.30,5,1
synthetic_user_053,Food & Beverage,RESTORAN HWA MUI SUTERA SDN BHD,91.50,4,1
synthetic_user_053,Supermarket / Grocery,99 SPEED MART S/B,11.50,4,1
synthetic_user_053,Supermarket / Grocery,FUYI MINI MARKET,9.00,3,1
synthetic_user_053,Supermarket / Grocery,99 SPEED MART S/B,137.15,5,1
synthetic_user_053,Supermarket / Grocery,99 SPEED MART S/B,213.00,4,1
synthetic_user_053,Supermarket / Grocery,OJC MARKETING SDN BHD,170.00,4,1
synthetic_user_053,Supermarket / Grocery,99 SPEED MART S/B,72.75,3,1
synthetic_user_053,Supermarket / Grocery,99 SPEED MART S/B,19.90,5,1
synthetic_user_053,Supermarket / Grocery,FAMILYMART,18.80,4,1
synthetic_user_053,Supermarket / Grocery,99 SPEED MART S/B,22.90,5,1
synthetic_user_053,Supermarket / Grocery,VIVOPAC MARKETING SDN BHD,46.65,5,1
synthetic_user_054,Food & Beverage,UNKNOWN,16500.00,4,1
synthetic_user_054,Food & Beverage,RESTORAN WAN SHENG,62.80,5,1
synthetic_user_054,Food & Beverage,UNKNOWN,110000.00,3,1
synthetic_user_054,Food & Beverage,GARDENIA BAKERIES (KL) SDN BHD,53.96,5,1
synthetic_user_054,Supermarket / Grocery,99 SPEED MART S/B,13.60,3,1
synthetic_user_054,Food & Beverage,UNKNOWN,45000.00,4,1
synthetic_user_054,Supermarket / Grocery,VIVOPAC MARKETING SDN BHD,46.65,3,1
synthetic_user_054,Food & Beverage,UNKNOWN,287.60,3,1
synthetic_user_054,Food & Beverage,UNKNOWN,120.00,4,1
synthetic_user_054,Food & Beverage,UNKNOWN,69000.00,5,1
synthetic_user_055,General Retail,BERRY'S CAKE HOUSE,11.25,4,1
synthetic_user_055,Supermarket / Grocery,99 SPEED MART S/B,9.90,3,1
synthetic_user_055,General Retail,SYARIKAT PERNIAGAAN GIN KEE,72.08,5,1
