image_path,source,merchant,address,date,total,items_text,text,category,category_3class
dataset/temp_cord/image/receipt_00623.png,CORD,,,,441350.00,"IKAN GURAME REG (1), POCAI 3 TELUR (1), UDG GR MAYONAISE (1), TAHU JPG S TRM (1), NASI PUTIH (2), ES TEH TAW GUILINGGAO (2), OPEN DESSERT (1)","IKAN GURAME REG (1), POCAI 3 TELUR (1), UDG GR MAYONAISE (1), TAHU JPG S TRM (1), NASI PUTIH (2), ES TEH TAW GUILINGGAO (2), OPEN DESSERT (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00624.png,CORD,,,,391545.00,"Chicken Soy Sauce H (1), Butter Cheese Corn (1), Bintang L (1), Chum Churum (1)","Chicken Soy Sauce H (1), Butter Cheese Corn (1), Bintang L (1), Chum Churum (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00626.png,CORD,,,,161.00,"Mineral Water (S) (1), Pocky Chocolate (1), Nerds Strw Grape (1), Nerds Trop Punch (1), Nerds Watermelon (1)","Mineral Water (S) (1), Pocky Chocolate (1), Nerds Strw Grape (1), Nerds Trop Punch (1), Nerds Watermelon (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00630.png,CORD,,,,574255.00,"Grilled Salmon Head (1), Set Menu Family (1), Tairyos Salmon Maki (1), Tepanyaki Cawanmushi (2), Teppan Seafood Fr Rc (1), Tobiko Gunkan (1)","Grilled Salmon Head (1), Set Menu Family (1), Tairyos Salmon Maki (1), Tepanyaki Cawanmushi (2), Teppan Seafood Fr Rc (1), Tobiko Gunkan (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00631.png,CORD,,,,58.50,"CHOC BANANA, CHEESE BUN, SUPER CHEESE, SUPER CHEESE, CLS CHK CHIL, PLASTIC BAG ME","CHOC BANANA, CHEESE BUN, SUPER CHEESE, SUPER CHEESE, CLS CHK CHIL, PLASTIC BAG ME",restaurant,General Retail
dataset/temp_cord/image/receipt_00633.png,CORD,,,,68.50,"Pavarotti (1), Lov Triangle (1), Choco Bun (1), Mgc Chees Wd (1), Hot Cappuccino (1), Ice Cappuccino (1)","Pavarotti (1), Lov Triangle (1), Choco Bun (1), Mgc Chees Wd (1), Hot Cappuccino (1), Ice Cappuccino (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00635.png,CORD,,,,111000.00,"ORIGINAL, TIRAMISU CIN, MUF CHOC CHP, CHO CAKE SMA, RED VELVET (2X), HAZELNUT, TIRAMISU CIN, ORIGINAL","ORIGINAL, TIRAMISU CIN, MUF CHOC CHP, CHO CAKE SMA, RED VELVET (2X), HAZELNUT, TIRAMISU CIN, ORIGINAL",restaurant,General Retail
dataset/temp_cord/image/receipt_00641.png,CORD,,,,31500.00,"CRISPY APPLE RAISIN PASTR (1), PAIN AU CHOCOLATE (1), REDBEAN BREAD (1)","CRISPY APPLE RAISIN PASTR (1), PAIN AU CHOCOLATE (1), REDBEAN BREAD (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00643.png,CORD,,,,22.00,"1001-Choco Bun (x1), 6001-Plastic Bag Small (x1)","1001-Choco Bun (x1), 6001-Plastic Bag Small (x1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00645.png,CORD,,,,69000.00,"S-Ovaltine Macchiat (2X), S-KOI Cafe Macchiat (1X)","S-Ovaltine Macchiat (2X), S-KOI Cafe Macchiat (1X)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00646.png,CORD,,,,83000.00,"TWIST DONUT (3), CRANBERRY WALNUT (S) (2), POTATO SAUSAGE BREAD (1), BLACK CHEESE HOTDOG (1)","TWIST DONUT (3), CRANBERRY WALNUT (S) (2), POTATO SAUSAGE BREAD (1), BLACK CHEESE HOTDOG (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00647.png,CORD,,,,118.00,"-Plastic Big Small (x1), -Chokoreto Cookies (x1), -Corn Flakes Cookies (x1)","-Plastic Big Small (x1), -Chokoreto Cookies (x1), -Corn Flakes Cookies (x1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00649.png,CORD,,,,90000.00,"CARBONARA UDON (1), EGG TEMPURA [P] (1), EBI TEMPURA (1), COLD OCHA (1)","CARBONARA UDON (1), EGG TEMPURA [P] (1), EBI TEMPURA (1), COLD OCHA (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00650.png,CORD,,,,76000.00,"CAPPUCCINO, ORANGE JUICE (2X)","CAPPUCCINO, ORANGE JUICE (2X)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00652.png,CORD,,,,17500.00,"WHDP JR 15K, TakeQuay Charge","WHDP JR 15K, TakeQuay Charge",restaurant,General Retail
dataset/temp_cord/image/receipt_00653.png,CORD,,,,516780.00,"Pandan Cream brulee (1), Tanqueray NO 10 gls (2), Lurisia Bolle 330ml (1), Lurisia stille 330ml (1), Tonic Water (1)","Pandan Cream brulee (1), Tanqueray NO 10 gls (2), Lurisia Bolle 330ml (1), Lurisia stille 330ml (1), Tonic Water (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00655.png,CORD,,,,46000.00,"ORIGINAL NO SALT (1), SOUR CREAM N ONION (2)","ORIGINAL NO SALT (1), SOUR CREAM N ONION (2)",restaurant,General Retail
dataset/temp_cord/image/receipt_00659.png,CORD,,,,293370.00,"GYOZA AYAM GORENG (1), OCHA HANGAT (2), OCHA DINGIN (1), RAMEN AYAM SPECIAL (3)","GYOZA AYAM GORENG (1), OCHA HANGAT (2), OCHA DINGIN (1), RAMEN AYAM SPECIAL (3)",restaurant,General Retail
dataset/temp_cord/image/receipt_00660.png,CORD,,,,115500.00,"BL1 M LW (1), WH3 M LW (1), RE5 M LW (1)","BL1 M LW (1), WH3 M LW (1), RE5 M LW (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00661.png,CORD,,,,100000.00,"[REG] BLACK SAKURA (1), [REG] BLACK SAKURA (1)","[REG] BLACK SAKURA (1), [REG] BLACK SAKURA (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00664.png,CORD,,,,18000.00,"KEJU SUSU, PISANG KEJU, PLASTIK KECIL","KEJU SUSU, PISANG KEJU, PLASTIK KECIL",restaurant,General Retail
dataset/temp_cord/image/receipt_00666.png,CORD,,,,196001.00,"PHILLY CHEESESTEAK SL (1), SAUSAGE PASTRY ROLL (1), CREAMY BEEF CLS FTC (1), AQUA BOTTLE (1), LIPTON ICE TEA REGULA (2), PAKET HAPPY HOUR (1)","PHILLY CHEESESTEAK SL (1), SAUSAGE PASTRY ROLL (1), CREAMY BEEF CLS FTC (1), AQUA BOTTLE (1), LIPTON ICE TEA REGULA (2), PAKET HAPPY HOUR (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00667.png,CORD,,,,105999.00,"KAKE UDON (1), KITSUNE UDON (KIDS) (1), COLD OCHA (1), SKEWERED TOFU ROLL (1), EBI TEMPURA (1)","KAKE UDON (1), KITSUNE UDON (KIDS) (1), COLD OCHA (1), SKEWERED TOFU ROLL (1), EBI TEMPURA (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00668.png,CORD,,,,94999.00,"BEEF CURRYRICE (1), EBI TEMPURA (1), SKEWERED TOFU ROLL (1), HOT OCHA (1)","BEEF CURRYRICE (1), EBI TEMPURA (1), SKEWERED TOFU ROLL (1), HOT OCHA (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00674.png,CORD,,,,1241790.00,"UDANG REBUS (M) (1), AGSIO TH PC JMR (1), AYAM GR KERING (1), BIHUN GORENG JJ (1), NASI GORENG NJUN (1), HOT TEA (5), IKAN GURAME MED SOP IKAN (1), CUMI GR JUNJAN (1), SUP BURUNG DARA (1), ICED TEA (1), CHINESE TEA KWAN'IM (1), NASI PUTIH (2)","UDANG REBUS (M) (1), AGSIO TH PC JMR (1), AYAM GR KERING (1), BIHUN GORENG JJ (1), NASI GORENG NJUN (1), HOT TEA (5), IKAN GURAME MED SOP IKAN (1), CUMI GR JUNJAN (1), SUP BURUNG DARA (1), ICED TEA (1), CHINESE TEA KWAN'IM (1), NASI PUTIH (2)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00677.png,CORD,,,,21000.00,"CHOCO CUSTAF D PASTRY (1), CUSTARD BRIC CHE (1)","CHOCO CUSTAF D PASTRY (1), CUSTARD BRIC CHE (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00680.png,CORD,,,,454462.00,"Fruit Compliment (1), Udang Mentega Sdg (M (1), Chinese Tea-Jasmine (2), Buruno Gr IN (5), Nasi Putih (5)","Fruit Compliment (1), Udang Mentega Sdg (M (1), Chinese Tea-Jasmine (2), Buruno Gr IN (5), Nasi Putih (5)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00681.png,CORD,,,,408683.00,"SALMON PESTO (1), GRILLED SALMON TERIYAK (1), MINERAL WATER (1), FRESH FRUIT COCKTAIL (1)","SALMON PESTO (1), GRILLED SALMON TERIYAK (1), MINERAL WATER (1), FRESH FRUIT COCKTAIL (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00683.png,CORD,,,,102000.00,"Shampo Aloevera (1), Sabun Propolis (1), Sabun Transparant Madu (1)","Shampo Aloevera (1), Sabun Propolis (1), Sabun Transparant Madu (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00684.png,CORD,,,,20000.00,"CHOCOLATE SUNDAE, REGULAR FRIES, TakeAway Charge","CHOCOLATE SUNDAE, REGULAR FRIES, TakeAway Charge",restaurant,General Retail
dataset/temp_cord/image/receipt_00685.png,CORD,,,,39500.00,"SB 1 HC (1), Cream Soup (1)","SB 1 HC (1), Cream Soup (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00686.png,CORD,,,,125895.00,"CHEESE KC BOKUMBAP (1), PAKET CHICKEN 3 (1), JAJANGMYEON (1)","CHEESE KC BOKUMBAP (1), PAKET CHICKEN 3 (1), JAJANGMYEON (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00687.png,CORD,,,,154000.00,"AMBUSH DBL CHS BURG (8), AMBUSH CHS BURGER (2)","AMBUSH DBL CHS BURG (8), AMBUSH CHS BURGER (2)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00688.png,CORD,,,,129000.00,"BUBBLE GUM (1), CAPPUCINO BLEND (1), STRAWBERRY (1), COOKIES AND CREAM (1), CHOCO ALMOND (1), CAPPUCINO BLEND (1)","BUBBLE GUM (1), CAPPUCINO BLEND (1), STRAWBERRY (1), COOKIES AND CREAM (1), CHOCO ALMOND (1), CAPPUCINO BLEND (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00689.png,CORD,,,,24.00,"DADA DADA (1), ateh Tawar ateh Tawar (1)","DADA DADA (1), ateh Tawar ateh Tawar (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00690.png,CORD,,,,57.00,"Giant Squid (x1), Milo Dino (x1)","Giant Squid (x1), Milo Dino (x1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00691.png,CORD,,,,57900.00,"ISI CAMPUR (1), AQUA BOTOL (1)","ISI CAMPUR (1), AQUA BOTOL (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00693.png,CORD,,,,215985.00,"Toripaitan shoyu telur, Toripaitan Ekstrim telur, Green Tea cold, (Goreng)Ayam Gyoza, Mineral water(normal)","Toripaitan shoyu telur, Toripaitan Ekstrim telur, Green Tea cold, (Goreng)Ayam Gyoza, Mineral water(normal)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00696.png,CORD,,,,52500.00,"Spaghetti Deluxe (1), Lychee Float (1), SB 1 HC (1), Perkedel (1)","Spaghetti Deluxe (1), Lychee Float (1), SB 1 HC (1), Perkedel (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00700.png,CORD,,,,55.50,"ROTI (6), ROTI (3), ROTI (2)","ROTI (6), ROTI (3), ROTI (2)",restaurant,General Retail
dataset/temp_cord/image/receipt_00701.png,CORD,,,,3703791.00,"CHUM CHURUM (1), CHAMISUL (3), GONG GIBAB (3), CHULPAN CHEESE DAK GALBI (1), * MINERAL WATER (1), CREAM TEOK PO KI (1), CHUM CHURUM PEACH (8), PREMIUM YANGNYEOM GALBISAL (1), CHAM KKOT SAL (2), U SAM GYEOP (1), CHEESE GAMJAJEON (1)","CHUM CHURUM (1), CHAMISUL (3), GONG GIBAB (3), CHULPAN CHEESE DAK GALBI (1), * MINERAL WATER (1), CREAM TEOK PO KI (1), CHUM CHURUM PEACH (8), PREMIUM YANGNYEOM GALBISAL (1), CHAM KKOT SAL (2), U SAM GYEOP (1), CHEESE GAMJAJEON (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00702.png,CORD,,,,83799.00,"BIHUN CAMPUR (1), JERUK MURNI (1), ES NONA REGULAR (1)","BIHUN CAMPUR (1), JERUK MURNI (1), ES NONA REGULAR (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00704.png,CORD,,,,97500.00,"H N Cheesy Chic (1), Rice Organik (1), K.Chees Chic RC (1), MOCA FLT OVLTIN (1), Perkedel (1), FFries Large (1)","H N Cheesy Chic (1), Rice Organik (1), K.Chees Chic RC (1), MOCA FLT OVLTIN (1), Perkedel (1), FFries Large (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00706.png,CORD,,,,20000.00,"SIRSAK (1), SUNKIST (1)","SIRSAK (1), SUNKIST (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00707.png,CORD,,,,115000.00,"CHEESE ROLLS 6PCS (1), PAKET BER2 UP1 (1)","CHEESE ROLLS 6PCS (1), PAKET BER2 UP1 (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00709.png,CORD,,,,1579190.00,"YANG YUM GUI (2), MOKDENGSIM (1), SAMGYOPSAL (2), SOONDUBU CHIGE (1), GALBI TANG (1), JINSENG SAMGYETANG (1), JAP CHAE (2), PAJON (1), BIR BINTANG BOTOL ( ) (2), AQUA (2), BULGOGI BIBIMBAB (1), NASI(GONGGI BAB) (2)","YANG YUM GUI (2), MOKDENGSIM (1), SAMGYOPSAL (2), SOONDUBU CHIGE (1), GALBI TANG (1), JINSENG SAMGYETANG (1), JAP CHAE (2), PAJON (1), BIR BINTANG BOTOL ( ) (2), AQUA (2), BULGOGI BIBIMBAB (1), NASI(GONGGI BAB) (2)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00711.png,CORD,,,,1092542.00,"UDG GR TLUR ASIN =*MEDIUM*= (1), SAPO TH SEAFOOD =*MEDIUM*= (1), CUMI GR JUNJAN =*MEDIUM*= (1), BIHUN GORENG JJ =*MEDIUM*= (1), OYONG 3 TELOR =*MEDIUM*= (1), GURAME FILLET M ASAM MANIS (1), CHINESE TE (2), CRYSANTNUM (2), NASI PUTIH (8), HOT TEA (3), ICED TEA (3)","UDG GR TLUR ASIN =*MEDIUM*= (1), SAPO TH SEAFOOD =*MEDIUM*= (1), CUMI GR JUNJAN =*MEDIUM*= (1), BIHUN GORENG JJ =*MEDIUM*= (1), OYONG 3 TELOR =*MEDIUM*= (1), GURAME FILLET M ASAM MANIS (1), CHINESE TE (2), CRYSANTNUM (2), NASI PUTIH (8), HOT TEA (3), ICED TEA (3)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00716.png,CORD,,,,100000.00,"AMOUSH DBL CHS BURG (6), TAKE AWAY CHARGE (1)","AMOUSH DBL CHS BURG (6), TAKE AWAY CHARGE (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00717.png,CORD,,,,55.00,"Coke (L) (1), XXI Java Tea Spc (1), Extra Jelly Lychee (1)","Coke (L) (1), XXI Java Tea Spc (1), Extra Jelly Lychee (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00718.png,CORD,,,,364716.00,"SHARKIE FREEZE (1), DINE FOR 2 (1), DINE FOR 2 (1)","SHARKIE FREEZE (1), DINE FOR 2 (1), DINE FOR 2 (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00720.png,CORD,,,,264000.00,"CARBONARA UDON (1), ON TAMA UDON (HOT) (1), ABURA UDON (ORIGINAL) (1), GREEN BEAN KAKIAGE (1), EGG TEMPURA (1), HOT OCHA (1), BEEF CURRY UDON (1), BEEF CROQUETTE (1), COLD OCHA (2)","CARBONARA UDON (1), ON TAMA UDON (HOT) (1), ABURA UDON (ORIGINAL) (1), GREEN BEAN KAKIAGE (1), EGG TEMPURA (1), HOT OCHA (1), BEEF CURRY UDON (1), BEEF CROQUETTE (1), COLD OCHA (2)",restaurant,General Retail
dataset/temp_cord/image/receipt_00722.png,CORD,,,,157000.00,"CRUNCHY CHOC, FREE LILIN SPIRAL (5X)","CRUNCHY CHOC, FREE LILIN SPIRAL (5X)",restaurant,General Retail
dataset/temp_cord/image/receipt_00725.png,CORD,,,,72500.00,"CHOCO CUSTARD PASTRY (2), APPLE CREAMCHEESE PASTRY (1), REAL GANACHE (1), POTATO SAUSAGE BREAD (1)","CHOCO CUSTARD PASTRY (2), APPLE CREAMCHEESE PASTRY (1), REAL GANACHE (1), POTATO SAUSAGE BREAD (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00726.png,CORD,,,,110000.00,"SAUSAGE DONUT (1), TLJ CROQUETTE (1), CORONET (2), SPOOKY SOBORO (2), SCREAMING RED BEAN (1), PIZZA TOAST (1)","SAUSAGE DONUT (1), TLJ CROQUETTE (1), CORONET (2), SPOOKY SOBORO (2), SCREAMING RED BEAN (1), PIZZA TOAST (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00727.png,CORD,,,,210200.00,"Ayam Goreng Crispy Spicy (1x), Capcai Seafood (1x), Chinese Tea (1x), Nasi Putih (3x), Soup Baso Ikan (1x)","Ayam Goreng Crispy Spicy (1x), Capcai Seafood (1x), Chinese Tea (1x), Nasi Putih (3x), Soup Baso Ikan (1x)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00731.png,CORD,,,,91000.00,"TEH PUCUK (1), SPICY C CHEESE (1), WOOSAM RICE R (1)","TEH PUCUK (1), SPICY C CHEESE (1), WOOSAM RICE R (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00733.png,CORD,,,,29.00,"1023-Chocochip & Walnut (x1), 6001-Plastic Bag Small (x1)","1023-Chocochip & Walnut (x1), 6001-Plastic Bag Small (x1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00735.png,CORD,,,,83497.00,"TEH TAWAR (1), AIR MINERAL (2), I TRIPL CHZ (1), I SPECIAL SBL MATAH (1), I ROA GORENG SPC (1)","TEH TAWAR (1), AIR MINERAL (2), I TRIPL CHZ (1), I SPECIAL SBL MATAH (1), I ROA GORENG SPC (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00738.png,CORD,,,,29500.00,"MEDIUM FRIES, REGULAR COKE, K11 CHOCO 1217","MEDIUM FRIES, REGULAR COKE, K11 CHOCO 1217",restaurant,General Retail
dataset/temp_cord/image/receipt_00739.png,CORD,,,,60.00,"Sprite (L). (1), Lemon Tea (L). (1), Extra Jelly Lychee. (2)","Sprite (L). (1), Lemon Tea (L). (1), Extra Jelly Lychee. (2)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00740.png,CORD,,,,94000.00,"M-Ovaltine Macchiat (2X), M-Konjac Milk Tea (1X)","M-Ovaltine Macchiat (2X), M-Konjac Milk Tea (1X)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00741.png,CORD,,,,53.00,"3002-Kyoto Choco Mochi (x1), 1009-Honey Pistachio (x1), 6001-Plastic Bag Small (x1)","3002-Kyoto Choco Mochi (x1), 1009-Honey Pistachio (x1), 6001-Plastic Bag Small (x1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00742.png,CORD,,,,85998.00,"KWE BUN SAPI, KWE GR CMP","KWE BUN SAPI, KWE GR CMP",restaurant,General Retail
dataset/temp_cord/image/receipt_00743.png,CORD,,,,143908.00,"Ayam Asam Manis M (1), Ikan Gurame Tahu M (1), Pocai 3 Telor M (1), Sapo Tohu Sea M (1), Udang Gandum L (1)","Ayam Asam Manis M (1), Ikan Gurame Tahu M (1), Pocai 3 Telor M (1), Sapo Tohu Sea M (1), Udang Gandum L (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00744.png,CORD,,,,108000.00,"FL Cake-French (2), Red Velvet S (1)","FL Cake-French (2), Red Velvet S (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00748.png,CORD,,,,127678.00,"GIANT FCL TISSUE, MITU S/C BLUE, PPSODENT TP WHTNG, FORMULA S/P P, NICE TRAVEL PACK, RICHEESE WFR KJ P, RICHOCO WFR CH P1, JERUK LEMON IMP (0,896X), GOLIA ACTIV PLS 4, S/QUEEN MONTES 50, S/QUEEN MONTES 50, DELFI C/CHA MINIS","GIANT FCL TISSUE, MITU S/C BLUE, PPSODENT TP WHTNG, FORMULA S/P P, NICE TRAVEL PACK, RICHEESE WFR KJ P, RICHOCO WFR CH P1, JERUK LEMON IMP (0,896X), GOLIA ACTIV PLS 4, S/QUEEN MONTES 50, S/QUEEN MONTES 50, DELFI C/CHA MINIS",restaurant,General Retail
dataset/temp_cord/image/receipt_00750.png,CORD,,,,583968.00,"Bakpao telur asin (1), Cai Mieo (1), caisim special (1), Carsiupau Ayam (1), Fish Glue (1), Jamur Isi Ayam (1), Jamur Kuping (1), Kailan hongkong (1), Kuah Kaldu Ayam (1), Kue Macok (1), Pangsit Special (1), Sirloin Roll Enoki (1), Sutake Kombinasi (1), Tahu Jepang (1), Tahu Sandwidh (1), TOM YAM (1), Udon (1), Chines Tea Green Tea (2), Tahu Isi Ayam (2), Green tea Dingin (5), Nasi Putih (7), Bakso Ikan (1)","Bakpao telur asin (1), Cai Mieo (1), caisim special (1), Carsiupau Ayam (1), Fish Glue (1), Jamur Isi Ayam (1), Jamur Kuping (1), Kailan hongkong (1), Kuah Kaldu Ayam (1), Kue Macok (1), Pangsit Special (1), Sirloin Roll Enoki (1), Sutake Kombinasi (1), Tahu Jepang (1), Tahu Sandwidh (1), TOM YAM (1), Udon (1), Chines Tea Green Tea (2), Tahu Isi Ayam (2), Green tea Dingin (5), Nasi Putih (7), Bakso Ikan (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00751.png,CORD,,,,160000.00,"MIE + AYAM KATSU TERI... (1), MIE SIRAM AYAM (1), NASI GORENG SPC (1), ES JERUK (2), FRENCH FRIES (1)","MIE + AYAM KATSU TERI... (1), MIE SIRAM AYAM (1), NASI GORENG SPC (1), ES JERUK (2), FRENCH FRIES (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00752.png,CORD,,,,57.17,"PECEL MADIUN (1), AIR MINERAL (1)","PECEL MADIUN (1), AIR MINERAL (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00754.png,CORD,,,,301003.00,"Crunchy Wings(5) Luisiana (5), Bogo (5) Boneless (5), Steam Rice (4), FF SoftDrink (M) (2), Mush Fritters (1)","Crunchy Wings(5) Luisiana (5), Bogo (5) Boneless (5), Steam Rice (4), FF SoftDrink (M) (2), Mush Fritters (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00756.png,CORD,,,,79.20,"Se'i Sapi Sambal Lu'at (R) (1), Lidah Asap Sambal Lu'at ( R ) (1), Nasi Putih (2), Jus Jeruk (1)","Se'i Sapi Sambal Lu'at (R) (1), Lidah Asap Sambal Lu'at ( R ) (1), Nasi Putih (2), Jus Jeruk (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00757.png,CORD,,,,92000.00,"Cuci (1.0), B Pjg/Vr 3 (1.0)","Cuci (1.0), B Pjg/Vr 3 (1.0)",restaurant,General Retail
dataset/temp_cord/image/receipt_00759.png,CORD,,,,64000.00,"TWIST DONUT (1), MILK PASTRY ROLL (1), [MD] SOFT STEAMED CHOCOCAKE (1), REDBEAN BREAD (1), KAYA BUN (1), PREMIUM MILK PAN BREAD (1)","TWIST DONUT (1), MILK PASTRY ROLL (1), [MD] SOFT STEAMED CHOCOCAKE (1), REDBEAN BREAD (1), KAYA BUN (1), PREMIUM MILK PAN BREAD (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00760.png,CORD,,,,28000.00,"Pdg Madness (1), BCT (1)","Pdg Madness (1), BCT (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00761.png,CORD,,,,65.00,"Lemon Tea (L) (1), Popcorn Salt (M) (1)","Lemon Tea (L) (1), Popcorn Salt (M) (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00764.png,CORD,,,,211365.00,"CB PR SIRLOIN (1), ES TEH TAWAR (1), COCA COLA (1)","CB PR SIRLOIN (1), ES TEH TAWAR (1), COCA COLA (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00766.png,CORD,,,,74000.00,"[MD] SOFT MORNING ROLL (1), REAL HONEY PANCAKE BREAD (2), CUSTARD BRIOCHE (4)","[MD] SOFT MORNING ROLL (1), REAL HONEY PANCAKE BREAD (2), CUSTARD BRIOCHE (4)",restaurant,General Retail
dataset/temp_cord/image/receipt_00767.png,CORD,,,,80501.00,"JUICE JAMBU (1), TEH TAWAR (1), N AYM PENYET SAMBAL MATAH (1), TAHU DOMBA MEMBARA (1), TP KULIT (1)","JUICE JAMBU (1), TEH TAWAR (1), N AYM PENYET SAMBAL MATAH (1), TAHU DOMBA MEMBARA (1), TP KULIT (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00768.png,CORD,,,,90000.00,"TWIST DONUT (1), PAIN AU CAFE MOCHA (4), POTATO SAUSAGE BREAD (1), ROYAL CHEESE TART (1)","TWIST DONUT (1), PAIN AU CAFE MOCHA (4), POTATO SAUSAGE BREAD (1), ROYAL CHEESE TART (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00772.png,CORD,,,,25.00,"4005-Maple glazed (x1), 6001-Plastic Bag Small (x1)","4005-Maple glazed (x1), 6001-Plastic Bag Small (x1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00773.png,CORD,,,,21000.00,"CHOCO CUSTARD PASTRY (1), CUSTARD BRIOCHE (1)","CHOCO CUSTARD PASTRY (1), CUSTARD BRIOCHE (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00774.png,CORD,,,,172.50,"SANGU TIMBEL KOMPLIT (1), SANGU TUTUG ONCOM (1), TOGE LAUK ASIN (1), TERONG BEJEUG (1), TEH SEREH (1)","SANGU TIMBEL KOMPLIT (1), SANGU TUTUG ONCOM (1), TOGE LAUK ASIN (1), TERONG BEJEUG (1), TEH SEREH (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00776.png,CORD,,,,67.00,"Nasgor Jawa (1), Jeruk Panas (1), Air Mineral (1)","Nasgor Jawa (1), Jeruk Panas (1), Air Mineral (1)",restaurant,General Retail
dataset/temp_cord/image/receipt_00777.png,CORD,,,,1303112.00,"CHINESE TE (3), CRYSANTNUM (3), CHINESE TE (3), CRYSANTNUM (3), KRPU MCN TIM 700 (1), AYM RBS 1 EKOR (1), AGSIO TH PC JMR (1), POCAI BWG PUTIH (1), NASI PUTIH (5), IKAN MALAS 650GR (1), AGSIO TH PC JMR (1)","CHINESE TE (3), CRYSANTNUM (3), CHINESE TE (3), CRYSANTNUM (3), KRPU MCN TIM 700 (1), AYM RBS 1 EKOR (1), AGSIO TH PC JMR (1), POCAI BWG PUTIH (1), NASI PUTIH (5), IKAN MALAS 650GR (1), AGSIO TH PC JMR (1)",restaurant,Food & Beverage
dataset/temp_cord/image/receipt_00778.png,CORD,,,,54500.00,"Cheese Tart Original (1), FL Mille Crepes - (1)","Cheese Tart Original (1), FL Mille Crepes - (1)",restaurant,General Retail
