image_path,merchant,date,total,category,items_text,source,total_parsed,currency,spend_category,fraud_label
dataset/temp_cord/image/receipt_00396.png,UNKNOWN,,Rp 58000.00,restaurant,,CORD,5800000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00397.png,UNKNOWN,,"188,499",restaurant,"PILLOW COKLAT (1X), PILLOW DURIAN (1X), AYAM (2X), BANANA SPLIT (3X), DONATCOKLAT (4X), AYAM (1X), PLASTIK TENTENG KECIL (1X)",CORD,188499.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00398.png,UNKNOWN,,"45,000",restaurant,"KCS 1, WHOP JR 15K, CHANGE TO CHICKEN BOX",CORD,45000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00399.png,UNKNOWN,,"49,500",restaurant,,CORD,49500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00400.png,UNKNOWN,,"110,000",restaurant,"(TW) MIE GORENG AYAM (1), (TW)NASI GORENG (1), NASI GORENG (1), ES TEH TAWAR (2)",CORD,110000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00401.png,UNKNOWN,,36.001,restaurant,"Bakso Campur (1), Es Teh Manis (1)",CORD,36001.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00402.png,UNKNOWN,,"247,500",restaurant,,CORD,247500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00403.png,UNKNOWN,,"15,500",restaurant,,CORD,15500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00404.png,UNKNOWN,,"49,000",restaurant,"ORIGINAL COMBO (1), ORIGINAL COMBO (1)",CORD,49000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00405.png,UNKNOWN,,"130.000,00",restaurant,,CORD,13000000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00406.png,UNKNOWN,,6.000,restaurant,,CORD,6000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00407.png,UNKNOWN,,"39,200",restaurant,"LAPIS SINGAPUR (2X), LEMPER (2X), AREM AREM, MIKA BESAR, PLASTIK SEDANG",CORD,39200.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00408.png,UNKNOWN,,31.500,restaurant,"GoFood Beragam - ICE LAT TE (1), ES KOPI SUSU (1)",CORD,31500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00409.png,UNKNOWN,,"41,000",restaurant,,CORD,41000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00410.png,UNKNOWN,,"125,000",restaurant,,CORD,125000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00411.png,UNKNOWN,,"25,000",restaurant,,CORD,25000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00412.png,UNKNOWN,,"13,000",restaurant,,CORD,13000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00413.png,UNKNOWN,,"275,000",restaurant,"CHIKATSU BEN (10X), BOX T. O (10X), OCHA (10X)",CORD,275000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00414.png,UNKNOWN,,"12,000",restaurant,,CORD,12000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00415.png,UNKNOWN,,"28,000",restaurant,,CORD,28000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00416.png,UNKNOWN,,"133,000",restaurant,"NIKU UDON (1), ABURA UDON (SPICY) (1), INARI (1), KAKIAGE TEMPURA (1), COLD OCHA (1)",CORD,133000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00417.png,UNKNOWN,,95.000,restaurant,"Blend GT (M) (1), Es Kopi Susu Pandan (1)",CORD,95000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00418.png,UNKNOWN,,"110,000",restaurant,"SAUSAGE DONUT (1), TLJ CROQUETTE (1), CORONET (2), SPOOKY SOBORO (2), SCREAMING RED BEAN (1), PIZZA TOAST (1)",CORD,110000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00419.png,UNKNOWN,,"369,600",restaurant,"Pork Belly Cheese Fries (1), Reflection Sparkling (1), Hot Black Cofee (1), Nasi Campur ala Bali (2), Oriental ""Ketjap"" Pork Rice (1)",CORD,369600.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00420.png,UNKNOWN,,100.000,restaurant,,CORD,100000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00421.png,UNKNOWN,,"53,000",restaurant,"OCHA COLD (1), ABURA SOBA CHK (1)",CORD,53000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00422.png,UNKNOWN,,62.000,restaurant,"Thai Tea - ICE (1), Green Tea ICE (1), Thai Coffee ICE (1)",CORD,62000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00423.png,UNKNOWN,,"22,000",restaurant,"[MD] SOFT STEAMED CHEESEC (1), CHOCO CUSTARD PASTRY (1)",CORD,22000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00424.png,UNKNOWN,,"35,000",restaurant,,CORD,35000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00425.png,UNKNOWN,,"135,000",restaurant,"ES TEH MANIS (2), NS FILET IKN ASM MNS (1), NS+AYAM GR TPG (1), NASI GORENG SPC (1)",CORD,135000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00426.png,UNKNOWN,,"145,900",restaurant,"COLD OCHA (1), BCA PROMO (1), SKEWERED SHUMAI (1), SKEWERED TOFU ROLL (1), EBI TEMPURA (1), KITSUNE UDON (KIDS) (1)",CORD,145900.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00427.png,UNKNOWN,,"726,495",restaurant,"Pangsit Delima (1), Lumpia Udg K Th (1), Ha Kaou Udng (1), Cheong Fen Udg (1), Hatosi Rambutan (2), Sio May Kpting (1), Kwo Tie Jala2 (1), Pancake Durian (1), Mie Gr Udg Gala (1), Lamien Udang T (1), Lamien Aym Ktsu (1), Ns Pgng Kj Sp (1), Kwt Polos Mdn (1), N Aym Hainam Jl (1), Chinese Tea (1), Ice Lemon Tea (1), Mineral Water (2)",CORD,726495.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00428.png,UNKNOWN,,30.000,restaurant,,CORD,30000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00429.png,UNKNOWN,,"256,608",restaurant,"BLACKCURRANT (1), FRIED CALAMARI (1), SALTED EGG FISH & CHIPS (1), DANISH FISH & CHIPS (1)",CORD,256608.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00430.png,UNKNOWN,,87.000,restaurant,"4005-Maple glazed (x1), 6001-Plastic Bag Small (x1), 5003-Chokoreto Cookies (x1)",CORD,87000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00431.png,UNKNOWN,,"44,000",restaurant,,CORD,44000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00432.png,UNKNOWN,,55.000,restaurant,"XXI Java Tea Spc (1), Popcorn Sweet (S) (1)",CORD,55000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00433.png,UNKNOWN,,"125,000",restaurant,"TORI BAITAN UDON (1), BEEF CURRY RICE (1), INARI (1), COLD OCHA (1)",CORD,125000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00434.png,UNKNOWN,,38.000,restaurant,,CORD,38000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00435.png,UNKNOWN,,"77,000",restaurant,"PREMIUM MILK PAN BREAD (1), CREAMCHEESE WALNUT BREAD (1), ROLL-IT PIZZA BREAD (1)",CORD,77000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00436.png,UNKNOWN,,"127,500",restaurant,"JAPANEESE GR TEA HOT (1), CHICKEN SKIN (1), GYU MOZZA DON (1), C.KATSU NOODLE HP (1)",CORD,127500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00437.png,UNKNOWN,,"256,000",restaurant,"TALKING ACTIVITY BK (1), KERTAS KADO 1500 (1)",CORD,256000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00438.png,UNKNOWN,,"97,500",restaurant,"H N Cheesy Chic (1), Rice Organik (1), K.Chees Chic RC (1), MOCA FLT OVLTIN (1), Perkedel (1), FFries Large (1)",CORD,97500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00439.png,UNKNOWN,,1126510,restaurant,"PaulanerP1 (1), DarkBeer0.5L (1), Weiss 0.3 L (1), Grill Sea Bass (2), LgrBeer0.3L (1), FlyDark 0.3 (1), DarkBeer0.3L (1)",CORD,1126510.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00440.png,UNKNOWN,,24.000,restaurant,"1004-Smoked Cheese & Mushroom (x1), 6001-Plastic Bag Small (x1)",CORD,24000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00441.png,UNKNOWN,,"25,000",restaurant,,CORD,25000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00442.png,UNKNOWN,,"194,469",restaurant,"SHISAMO MENTAIKO (1), SALMON BACON (1), DYNAMITE SCALLOP (1), TOBIKO TOFU (1)",CORD,194469.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00443.png,UNKNOWN,,"45,000",restaurant,,CORD,45000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00444.png,UNKNOWN,,52.800,restaurant,,CORD,52800.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00445.png,UNKNOWN,,"42,500",restaurant,"ALMOND SUGAR MILK BREAD (1), POTATO SAUSAGE BREAD (1)",CORD,42500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00446.png,UNKNOWN,,"17,500",restaurant,,CORD,17500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00447.png,UNKNOWN,,Rp 29000.00,restaurant,,CORD,2900000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00448.png,UNKNOWN,,"113,000.00",restaurant,"Berry Many-Low (P) (1), 500 days of summer (P) (1), sun kissed (P) (1), PLASTIC BAG (1)",CORD,11300000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00449.png,UNKNOWN,,"66,000",restaurant,"KING DEAL CHEESE BURGER R, KINGBBOBPG ML REG, MED ICED LEMON TEA",CORD,66000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00450.png,UNKNOWN,,"21,000",restaurant,"CUSTARD BRIOCHE (1), CUSTARD SOBORO (1)",CORD,21000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00451.png,UNKNOWN,,13.200,restaurant,,CORD,13200.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00452.png,UNKNOWN,,"22,000",restaurant,,CORD,22000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00453.png,UNKNOWN,,"54,000",restaurant,,CORD,54000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00454.png,UNKNOWN,,"45,000",restaurant,"MILK CREAM BREAD (1), REAL MILK CHOCO BREAD (1), RED BEAN BRAIDED BREAD (1)",CORD,45000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00455.png,UNKNOWN,,70.599,restaurant,"BASO TAHU (1), NASI PUTIH (1), TAHU SATUAN (1)",CORD,70599.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00456.png,UNKNOWN,,"159,638",restaurant,"mush pasta (1), chic ques (1)",CORD,159638.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00457.png,UNKNOWN,,15.000,restaurant,,CORD,15000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00458.png,UNKNOWN,,22.000,restaurant,,CORD,22000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00459.png,UNKNOWN,,104.500,restaurant,"ZUPPA SOUP, CHILLY N'CHEESE, BEEF CHEDDAR PO, MINERAL WATER",CORD,104500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00460.png,UNKNOWN,,11000,restaurant,,CORD,11000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00461.png,UNKNOWN,,"53,000",restaurant,"KFC Winger HC (2), Soaghetti Deluxe (1)",CORD,53000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00462.png,UNKNOWN,,"26,000",restaurant,,CORD,26000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00463.png,UNKNOWN,,"20,000",restaurant,,CORD,20000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00464.png,UNKNOWN,,"54,000",restaurant,,CORD,54000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00465.png,UNKNOWN,,"56,760",restaurant,"NASI RAMES, AYAM PANGGANG, ES TEH/TAWAR",CORD,56760.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00466.png,UNKNOWN,,"104,000",restaurant,"NEW BEEF SPAGHETTI (1), P/P AMERICAN FAV (1), PAKET HAPPY HOUR (1)",CORD,104000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00467.png,UNKNOWN,,22.000,restaurant,,CORD,22000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00468.png,UNKNOWN,,,restaurant,"Nasi CampurBali (2), Sambal Besar (1), Sambal Kecil (1), Es Teh Manis (2), KrpBangka/Bawang (1)",CORD,,IDR,restaurant,
dataset/temp_cord/image/receipt_00469.png,UNKNOWN,,"42,500",restaurant,"Hero (2), Choco Bite (3)",CORD,42500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00470.png,UNKNOWN,,"9,000",restaurant,,CORD,9000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00471.png,UNKNOWN,,"30,000",restaurant,,CORD,30000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00472.png,UNKNOWN,,"3,100",restaurant,"LE MINERALE 600ML (1), PLASTIK SDG (1)",CORD,3100.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00473.png,UNKNOWN,,"31,900",restaurant,,CORD,31900.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00474.png,UNKNOWN,,"32,500",restaurant,,CORD,32500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00475.png,UNKNOWN,,"1,096,040",restaurant,"IKAN GURAME MED (1), CUMI GR JUNJAN (1), CUMI GR TEPUNG (1), AGSIO TH PC JMR (1), POCAI BWG PUTIH (1), LUMPIA UDG PREM (1), NASI PUTIH (6), HOT TEA (3), AQUA (1), ICED TEA (2), ICED TEA (1)",CORD,1096040.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00476.png,UNKNOWN,,"75,500.00",restaurant,"PLASTIC BAG (1), Pink Panther (P) (1), Red dragon (P) (1)",CORD,7550000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00477.png,UNKNOWN,,"76,000",restaurant,"CAPPUCCINO, ORANGE JUICE (2X)",CORD,76000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00478.png,UNKNOWN,,230.999,restaurant,"Pecel Pincuk (10), Tahu Bacem (5), Tempe Bacem (5), Empal (2), Peyek Parcel (1)",CORD,230999.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00479.png,UNKNOWN,,"498,608",restaurant,"VALINO DONNA (2), SB SIZE 45.5",CORD,498608.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00480.png,UNKNOWN,,Rp 29000.00,restaurant,,CORD,2900000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00481.png,UNKNOWN,,"62.000,00",restaurant,"1517-ROTI KENTANG KEJU MANIS (x1), 1009-ROTI KELAPA (x3), 1439-TUNA CHEESE WHEAT SANDWICH (x1), 1244-PLASTIK TENTENGAN SEDANG (x1)",CORD,6200000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00482.png,UNKNOWN,,"42,000",restaurant,"THAI ICETEA, ICE GREENTEA",CORD,42000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00483.png,UNKNOWN,,25.000,restaurant,,CORD,25000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00484.png,UNKNOWN,,"13,000",restaurant,,CORD,13000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00485.png,UNKNOWN,,"17,000",restaurant,,CORD,17000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00486.png,UNKNOWN,,"28,000",restaurant,,CORD,28000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00487.png,UNKNOWN,,"76,000",restaurant,"R.PISANG COKLAT (2), D.RING COKLAT (2), R.BANA CHIP (1), R.TAWAR ISI 2 (1), NU GREENTEA ORGE (1), YAKULT ISI 5 PCS (2)",CORD,76000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00488.png,UNKNOWN,,"63,000",restaurant,,CORD,63000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00489.png,UNKNOWN,,"76,000",restaurant,,CORD,76000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00490.png,UNKNOWN,,,restaurant,,CORD,,IDR,restaurant,
dataset/temp_cord/image/receipt_00491.png,UNKNOWN,,"21,000",restaurant,"TWIST DONUT (1), CUSTARD SOB RO (1)",CORD,21000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00492.png,UNKNOWN,,"80,300",restaurant,"NASI PUTIH, AYAM GR BUMBU (2X), NESTLE 330 ML (2X)",CORD,80300.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00493.png,UNKNOWN,,41.000,restaurant,"Large 1 (1), Small 1 (3), *PlastiK Kcl (1)",CORD,41000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00494.png,UNKNOWN,,25.000,restaurant,,CORD,25000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00495.png,UNKNOWN,,"6,001",restaurant,,CORD,6001.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00496.png,UNKNOWN,,"56,000",restaurant,"BBQ Chicken (1), Mineral Water 600 ml (1), Teh Pucuk 350 ml (1)",CORD,56000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00497.png,UNKNOWN,,"17,000",restaurant,,CORD,17000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00498.png,UNKNOWN,,"21,000",restaurant,"MILK PASTRY ROLL (1), CARAMEL PASTRY (1)",CORD,21000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00499.png,UNKNOWN,,120.000,restaurant,"YIFUMI (1), Bihun Goreng (1), Nasi Goreng (1)",CORD,120000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00500.png,UNKNOWN,,"63,636 63,636",restaurant,"BASO TAHU BIHUN (1), LIMAU KASTURI (1), LOYALTY PROGRAM (1)",CORD,63636.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00501.png,UNKNOWN,,"63,498",restaurant,"CHICKEN PICATTA (1), JAVA TEA (1)",CORD,63498.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00502.png,UNKNOWN,,"19,850",restaurant,"VANBOOLEN, JONGKONG, PLASTIK KECIL, SENDOK BEBEK",CORD,19850.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00503.png,UNKNOWN,,36362,restaurant,"MDSE ST, Ayam Grg Kalasan (1x), Tempe (3x)",CORD,36362.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00504.png,UNKNOWN,,"10,450",restaurant,,CORD,10450.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00505.png,UNKNOWN,,"54,950",restaurant,"LUMPIA (2X), BANANA KISMIS, SOSIS SOLO, LUMPUR, DADAR PISANG, KLEPON, BUGIS, MACARONI, PLASTIK TENTENG",CORD,54950.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00506.png,UNKNOWN,,"20,000",restaurant,,CORD,20000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00507.png,UNKNOWN,,"217,685",restaurant,,CORD,217685.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00508.png,UNKNOWN,,"21.000,00",restaurant,"1013-ROTI NANAS (x1), 3025-BOLU GULUNG MOCCA PTG (x1), 5014-LEMPER IKAN (x1), 1245-PLASTIK TENTENGAN KECIL (x1)",CORD,2100000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00509.png,UNKNOWN,,"53,999",restaurant,,CORD,53999.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00510.png,UNKNOWN,,48.000,restaurant,"1026-Garlic Pesto (x1), 1028-Dark Choco Creamcheese (x1), 6001-Plastic Bag Small (x1)",CORD,48000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00511.png,UNKNOWN,,"30,000",restaurant,"TWIST STRAWBERRY DONUT (2), TWIST ORANGE CHOCO DONUT (1)",CORD,30000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00512.png,UNKNOWN,,"43,000",restaurant,"Gado Gado (1), Nasi Putih GG (1)",CORD,43000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00513.png,UNKNOWN,,"37,000",restaurant,,CORD,37000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00514.png,UNKNOWN,,"35,000",restaurant,"APPLE PIE (2), APPLE CREAMCHEESE PASTRY (1)",CORD,35000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00515.png,UNKNOWN,,"105,600",restaurant,"ZUPPA SOUP (3.000x), MINERAL WATER (3.000x)",CORD,105600.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00516.png,UNKNOWN,,"156,090",restaurant,"ChicTeriyakiTeishoku (1), JapaneseBeef Hamburg (1), Ocha Cold (1), Ocha Hot (1)",CORD,156090.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00517.png,UNKNOWN,,"87,000",restaurant,"MILK PASTRY ROLL (3), REDBEAN BREAD (4), FRANKFRUT SAUSAGE ROLL (2)",CORD,87000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00518.png,UNKNOWN,,"49,000",restaurant,,CORD,49000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00519.png,UNKNOWN,,19.000,restaurant,,CORD,19000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00520.png,UNKNOWN,,23.000,restaurant,"Premier Mineral Water (L t1) (1), Lychee Tea (1)",CORD,23000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00521.png,UNKNOWN,,"172,000",restaurant,"NEW BEEF SPAGHETTI (1), NEW BEEF LASAGNA (1), PAKET BER2 (1)",CORD,172000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00522.png,UNKNOWN,,"63,500",restaurant,"Kuey Teow Goreng Singapore (1x), Tea (Ice) (1x)",CORD,63500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00523.png,UNKNOWN,,50.000,restaurant,,CORD,50000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00524.png,UNKNOWN,,,restaurant,,CORD,,IDR,restaurant,
dataset/temp_cord/image/receipt_00525.png,UNKNOWN,,"17,000",restaurant,,CORD,17000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00526.png,UNKNOWN,,14.000,restaurant,,CORD,14000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00527.png,UNKNOWN,,"777,840",restaurant,"OPEN KITCHEN (1), OPEN KITCHEN (1), TAHU LAMPION (1), SUP JGG KPT (1), AYAM PANGGANG (1), CHINESE TE (2), LUMPIA UDANG (1), OPEN KITCHEN (1), NASI PUTIH (5)",CORD,777840.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00528.png,UNKNOWN,,"70,000",restaurant,"CHOCOLATE ECLAIR (1), DOUBLE CHEESE PAN BREAD(L (1), WHOLE WHEAT PAN BREAD (1)",CORD,70000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00529.png,UNKNOWN,,"80,000",restaurant,,CORD,80000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00530.png,UNKNOWN,,Rp 58000.00,restaurant,,CORD,5800000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00531.png,UNKNOWN,,60.000,restaurant,,CORD,60000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00532.png,UNKNOWN,,"63,800",restaurant,,CORD,63800.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00533.png,UNKNOWN,,"60,000",restaurant,"TROPICAL PUNCH (1), SOUP 50% (1), SALAD BAR 50% (1)",CORD,60000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00534.png,UNKNOWN,,"36.500,00",restaurant,"3190-Disney Taartjes Siram Coklat (x1), 1245-Plastik Tentengan Kecil (x1), 4032-Mini Glazed Croissant (isi 5 pcs) (x1)",CORD,3650000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00535.png,UNKNOWN,,"14,000",restaurant,,CORD,14000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00536.png,UNKNOWN,,"41,000",restaurant,,CORD,41000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00537.png,UNKNOWN,,"20,000",restaurant,,CORD,20000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00538.png,UNKNOWN,,287.595,restaurant,"Mineral Water (1), Nasi Goreng Buntut (1), NASI LIWET (1), Ayam Penyet Sambal Glede (1), Mendoan (1), Teh Tawar Panas (2), Teh Tubruk Jahe (1)",CORD,287595.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00539.png,UNKNOWN,,146.625,restaurant,"Combo 4 (1), Crispy Mushroom (1), Equil Natural (1)",CORD,146625.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00540.png,UNKNOWN,,"31,500",restaurant,"SB 1 HC (1), CHARGE TA (1)",CORD,31500.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00541.png,UNKNOWN,,30000,restaurant,,CORD,30000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00542.png,UNKNOWN,,"66,000",restaurant,,CORD,66000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00543.png,UNKNOWN,,"31,000",restaurant,,CORD,31000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00544.png,UNKNOWN,,"196,350.00",restaurant,"SUSHI SALMON (1.00), SALAD DRESSING THOUSAND ISLAND (1.00), LEMONADE (2.00), SHRIMP SATSUMA (1.00), SHITAKE SKEWER (1.00), SPICY TEMPURA (1.00), SAUCE SHOYU SUSHI YAMASA HALAL (10.00), SUSHI SALMON FRESH PAKET (1.00), SENDOK DAN GARPU PLASTIK (1.00), TOBIKKO ORANGE (3.00), TAMAGO (1.00), SATSUMA AGE NIGIRI (1.00)",CORD,19635000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00545.png,UNKNOWN,,"376,640",restaurant,"M02.LMK BEEF RNDANG (1), I13.SIMANGOSONG (1), 101.NS BEBEK KAMPUNG (1), A13.MIE ACP (1), CT06.TEA 0 HOT R. (2), CT06.TEA 0 ICE R. (3), NO1.MR.MI TLR ASIN (1)",CORD,376640.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00546.png,UNKNOWN,,20.000,restaurant,,CORD,20000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00547.png,UNKNOWN,,"39,000",restaurant,"SAUSAGE DONUT (1), PREMIUM TOAST PAN BREAD (1)",CORD,39000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00548.png,UNKNOWN,,86.000,restaurant,"1057-French Bread Puding (x1), 1001-Choco Bun (x3), 6002-Plastic Bag Medium (x1)",CORD,86000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00549.png,UNKNOWN,,"49,000",restaurant,"[MD] SOFT STEAMED CHOCOCA (1), [MD] SOFT STEAMED CHEESEC (1), [MD] MINI CASTELLA ORIGIN (1), REDBEAN BREAD (2)",CORD,49000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00550.png,UNKNOWN,,"125,000",restaurant,,CORD,125000.00,IDR,restaurant,
dataset/temp_cord/image/receipt_00551.png,UNKNOWN,,"293,370",restaurant,"GYOZA AYAM GORENG (1), OCHA DINGIN (3), RAMEN AYAM SPECIAL (3)",CORD,293370.00,IDR,restaurant,
